,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
268,"Primary education, teachers (% female)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3320598602295,24.3615093231201,24.709020614624,24.5020694732666,24.4600696563721,24.8292503356934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5900001525879,35.5900115966797,36.0000114440918,35.9999885559082,43.9999694824219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.1840858459473,49.4884147644043,49.4901542663574,0.0,51.2105522155762,0.0,54.3659591674805,55.3611221313477,55.5214614868164,0.0
269,"Trained teachers in primary education, female (% of female teachers)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5142440795898,0.0,72.6572418212891,77.0960311889648,88.9542007446289,0.0
270,"Persistence to last grade of primary, total (% of cohort)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2849998474121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.7354316711426,61.954719543457,0.0,0.0,0.0,0.0,0.0,0.0,58.6283416748047,0.0,0.0,0.0,0.0,62.0466690063477,59.0063400268555,61.3731117248535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8377532958984,93.2661972045898,90.1634521484375,87.7373733520508,0.0,86.5114974975586,0.0,0.0,0.0,0.0
271,"Persistence to grade 5, male (% of cohort)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0197715759277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.8354301452637,65.2106018066406,0.0,0.0,0.0,0.0,0.0,0.0,61.4990081787109,0.0,0.0,0.0,0.0,63.3265609741211,59.232551574707,59.7051811218262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.1884307861328,0.0,89.4412078857422,88.2896728515625,0.0,86.0362701416016,0.0,0.0,0.0,0.0
272,"Over-age students, primary, male (% of male enrollment)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7914,6.7914,6.72083,6.13318,0.0,0.0,0.0,5.84958,5.79682,5.84796,5.72122,5.87967,5.05111,1.86828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,"Net intake rate in grade 1, female (% of official school-age population)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.61727,60.47282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.20111,0.0,0.0,106.75916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.3125,108.40643,0.0,0.0,0.0,0.0,0.0,0.0,118.1818,0.0,0.0,121.35784,121.56613,122.07783,119.91215,115.96465,125.47404,127.13961,127.56251,128.14526,125.94167,123.88596,111.79663,116.91182,108.90898,0.0,105.0731,100.20635,101.70777,104.07735,100.26909,101.34015,0.0,0.0,0.0,0.0
275,"School enrollment, primary, female (% gross)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.930549621582,61.6560287475586,64.602897644043,64.1854400634766,64.9983825683594,65.192497253418,67.3932495117188,63.7140312194824,64.3054733276367,65.6125335693359,67.287971496582,67.8045196533203,69.8634033203125,71.3826599121094,72.2326507568359,75.3827819824219,74.4218521118164,75.9130630493164,77.5095901489258,77.7412185668945,78.9861068725586,79.936882019043,83.3017272949219,84.8630294799805,84.7199096679688,85.1956100463867,85.3435821533203,84.1572418212891,84.8998336791992,86.762336730957,87.1501770019531,88.6885070800781,101.926666259766,0.0,0.0,0.0,109.61157989502,111.852157592773,111.289283752441,110.695121765137,108.281707763672,111.974426269531,106.215301513672,102.349517822266,102.185699462891,101.343559265137,98.9978179931641,98.4607162475586,97.814338684082,100.908241271973,102.895469665527,0.0
276,"Primary education, pupils",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57045440.0,58818644.0,62400628.0,63125100.0,64855640.0,65660024.0,69060728.0,67360992.0,68602224.0,71183224.0,73873184.0,76105904.0,79506944.0,82590192.0,83932704.0,87440512.0,87129224.0,90459728.0,95739976.0,97318112.0,99118320.0,101577088.0,105370216.0,108200536.0,109043664.0,109734288.0,110390408.0,109412904.0,110985880.0,113612544.0,113826976.0,115194576.0,125568600.0,0.0,0.0,0.0,137742640.0,139317984.0,138368128.0,138413840.0,135316944.0,139869904.0,132043744.0,127894256.0,127828088.0,126564216.0,123807888.0,122378528.0,120064160.0,121700216.0,122027752.0,0.0
277,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.330020904541,0.0,0.0,0.0,0.0,0.0,0.0,49.3199996948242,0.0,51.8499984741211,0.0,0.0
278,Primary school starting age (years),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0
279,"School enrollment, preprimary, male (% gross)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1536899805069,1.35604000091553,1.44708001613617,0.0,1.62414002418518,1.74348998069763,2.01326990127563,2.02230000495911,0.0,0.0,2.51765990257263,2.23452997207642,2.70537996292114,2.5487699508667,2.65368008613586,3.05687999725342,3.0658700466156,3.31609988212585,3.24865007400513,3.00709009170532,3.34412002563477,3.19812989234924,3.22999000549316,4.18633985519409,4.44891023635864,4.53274011611938,3.26514005661011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.123218536377,59.1125831604004,61.5468063354492,60.860408782959,51.1557083129883,0.0
280,"Preprimary education, duration (years)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0
281,"School enrollment, primary (gross), gender parity index (GPI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642530024051666,0.644959986209869,0.653339982032776,0.654089987277985,0.656140029430389,0.661220014095306,0.663420021533966,0.652159988880157,0.664860010147095,0.668590009212494,0.67562997341156,0.67562997341156,0.6841099858284,0.688080012798309,0.70441997051239,0.727020025253296,0.741540014743805,0.748319983482361,0.733940005302429,0.747460007667542,0.772369980812073,0.78439998626709,0.816240012645721,0.825789988040924,0.827579975128174,0.837740004062653,0.846099972724915,0.851300001144409,0.853479981422424,0.858829975128174,0.868399977684021,0.885450005531311,0.986150026321411,0.0,0.0,0.0,0.992999970912933,1.0199099779129,1.0322300195694,1.02796995639801,1.03262948989868,1.03737425804138,1.04935085773468,1.04157137870789,1.03849303722382,1.03597581386566,1.02605366706848,1.02145993709564,1.0192049741745,1.01903808116913,1.01563942432404,0.0
282,"Literacy rate, adult female (% of females ages 15 and above)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6762504577637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7295303344727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.842098236084,0.0,0.0,0.0,0.0,50.8237609863281,0.0,0.0,0.0,0.0,59.2773208618164,0.0,0.0,0.0,0.0,0.0,0.0,65.7908096313477,0.0,0.0,0.0,0.0
283,"Literacy rate, youth female (% of females ages 15-24)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3215217590332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3491897583008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.74658203125,0.0,0.0,0.0,0.0,74.3557281494141,0.0,0.0,0.0,0.0,81.8498077392578,0.0,0.0,0.0,0.0,0.0,0.0,90.1694107055664,0.0,0.0,0.0,0.0
284,Regulatory Quality: Percentile Rank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0869560241699,0.0,31.5217399597168,0.0,45.652172088623,0.0,40.5405387878418,42.1621627807617,41.2935333251953,45.0980377197266,45.5882339477539,43.2038841247559,38.8349533081055,39.7129173278809,36.8421058654785,38.8625602722168,33.6492881774902,34.5971565246582,33.6538467407227,38.461540222168,42.3076934814453,43.75,45.1923065185547,47.5961532592773,47.5961532592773,49.519229888916,0.0
285,Net ODA received (% of gross capital formation),10.988482082195029,8.15918080637648,8.87126992480834,10.626697630355494,11.024065966642029,10.750896418458076,14.842063579491654,15.149295687881443,9.814775793901477,8.780167331507787,7.254201564608259,7.750172737480759,4.394437603282606,4.869371053074864,5.491682847996377,8.340116599415754,8.74626008920904,3.858266015077447,3.6371960593492005,3.776258515284528,5.999462895097998,3.9882796754401033,3.242431127228826,3.986178721538779,3.371357051480643,2.5809159246790667,3.066167855533277,2.352664602014883,2.4985381486122056,2.2209641909948306,1.5898620595221944,4.025455996547532,3.066502516027731,2.3110855004800124,2.6970243774170224,1.6498334906753738,2.1294360241361945,1.5407438181566873,1.528925230206344,1.0495203612524473,1.1502499792575993,1.191313209192682,1.1158435088185834,0.3846592412896051,0.3127171543846899,0.6109532392530279,0.3773187422508413,0.26040950990216916,0.4366881288218768,0.4663426706642904,0.4247090275307264,0.45309349337609867,0.23997227727541923,0.38883607103193013,0.4281589374943535,0.46985380073046223,0.38691974856925604,0.3893123019912494,0.2816231237871039,0.29883890436613325,0.2335769641312994,0.3170380303360168,0.0
286,Net official development assistance and official aid received (constant 2020 US$),5515080078.125,4627709960.9375,4789390136.71875,6884470214.84375,8482440429.6875,8835000000.0,8389889648.4375,8988540039.0625,5941910156.25,5520189941.40625,4961109863.28125,5689799804.6875,3369419921.875,3726969970.70313,5275790039.0625,6005500000.0,6376859863.28125,3361810058.59375,3331260009.76563,3514889892.57813,5105310058.59375,4831750000.0,4112040039.0625,4650029785.15625,4404089843.75,4161109863.28125,4101520019.53125,2958860107.42188,3248790039.0625,2894709960.9375,2077889892.57813,3723439941.40625,3203590087.89063,1965150024.41406,2738389892.57813,1932859985.35156,2246159912.10938,2098360107.42188,2089010009.76563,1801489990.23438,1804239990.23438,2407199951.17188,2311530029.29688,768989990.234375,892010009.765625,2053050048.82813,1487469970.70313,1285180053.71094,1909209960.9375,2417489990.23438,2705139892.57813,2972199951.17188,1499869995.11719,2353189941.40625,2880620117.1875,3473379882.8125,2844820068.35938,3403449951.17188,2537320068.35938,2635750000.0,1794209960.9375,3149969970.70313,0.0
287,"Net official flows from UN agencies, UNWTO (current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,"Net official flows from UN agencies, UNIDIR (current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,"Net official flows from UN agencies, UNDP (current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13310000.4196167,6780000.20980835,6760000.228881841,7639999.8664856,6989999.771118159,5519999.98092651,7289999.96185303,8109999.65667725,10260000.2288818,16180000.3051758,21700000.762939498,26799999.237060502,23850000.3814697,24799999.237060502,30379999.1607666,19510000.2288818,26059999.4659424,23719999.3133545,32389999.3896484,29770000.4577637,28110000.6103516,24090000.1525879,22809999.4659424,20000000.0,19040000.915527303,33240001.678466797,26959999.084472697,19120000.8392334,18260000.2288818,17000000.0,9859999.65667725,16010000.2288818,21159999.8474121,17700000.762939498,21200000.762939498,19489999.7711182,20319999.6948242,15390000.3433228,15760000.2288818,17379999.1607666,15090000.1525879,20559999.4659424,16530000.6866455,12750000.0,12608745.5749512,8559115.40985107,11363201.141357401,10433799.743652299,6103317.26074219,5558685.7795715295,2420138.12065125,2691499.94850159,2443853.8551330604,3862217.9031372103,0.0
290,"Net financial flows, RDB nonconcessional (NFL, current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11580000.0,78199000.0,59606000.0,187901000.0,542558000.0,347383000.0,147627000.0,448849000.0,250400000.0,502356000.0,473164000.0,488557000.0,359444000.0,228261000.0,159706000.0,-1341708000.0,-1010003000.0,-864941000.0,545335000.0,496284000.0,1246647000.0,1349837000.0,1147476000.0,1440136000.0,1119149000.0,891081000.0,519374583.4,883629000.0,783042000.0,699390000.0,1202813000.0,1401419000.0,1238655000.0,2046499000.0,737551000.0,0.0
291,"PNG, commercial banks and other creditors (NFL, current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36300000.0,3000000.0,51000000.0,-1000000.0,28000000.0,-12000000.0,8000000.0,194000000.0,337000000.0,136000000.0,146000000.0,145000000.0,140000000.0,-155000000.0,58671000.0,-104271000.0,-82000000.0,-104431000.0,35800000.0,-52500000.0,-229200000.0,376400000.0,502900000.0,-240200000.0,372500000.0,57500000.0,157500000.0,86367000.0,461966000.0,664014000.0,7851015000.0,989899000.0,3033815000.0,11957582000.0,17847512000.0,9935759000.0,9801802000.0,5777910000.0,15913023000.0,20655459000.0,36244062000.0,15397604000.0,14221671000.0,-17599311000.0,7430979000.0,8180420000.0,20315740000.0,-478748000.0,3439618000.0,0.0
292,"PPG, bonds (NFL, current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500000.0,18708000.0,234300000.0,305970000.0,271179000.0,107638000.0,675250000.0,687833000.0,137061000.0,1387223000.0,-204095000.0,-337777000.0,-397022000.0,-227222000.0,-971458000.0,648000000.0,3974767000.0,-353039000.0,5519815000.0,-86000000.0,-142444000.0,-3201376000.0,1507824000.0,-6742525000.0,855000000.0,2076000000.0,2039590000.0,1177257000.0,10901609000.0,1832397000.0,7480323000.0,-2107957000.0,28965597000.0,8701873000.0,-6268032000.0,28704365000.0,-8164356000.0,7549953000.0,-10083043000.0,3847019000.0,0.0
293,"Net financial flows, multilateral (NFL, current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162632000.0,88558000.0,183378000.0,307279000.0,385417000.0,462378000.0,541902000.0,393775000.0,359264000.0,571192000.0,676435000.0,806754000.0,1207391000.0,888366000.0,840640000.0,1080321000.0,955607000.0,1697779000.0,2322212000.0,1771668000.0,1741050000.0,2251822000.0,1800081000.0,1307077000.0,1359619000.0,728508000.0,1246348000.0,1006721000.0,954585000.0,847136000.0,892740000.0,1032359000.0,-3317426000.0,-3766183000.0,388012000.0,1864112000.0,1582964000.0,1988630000.0,2358512000.0,2686014000.0,4580946000.0,2574590000.0,1176920000.0,554179000.0,1360966000.0,843044000.0,1013627000.0,885306000.0,1747476000.0,2380893000.0,6990041000.0,3896621000.0,0.0
294,"Net financial flows, IMF concessional (NFL, current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-205000000.0,0.0,0.0,73930350.0,614807460.0,244537497.0,-337127140.0,-328322090.0,-252156706.0,-101632849.7,1025244187.1,667252856.5,1987672500.0,1318765687.5,68692922.5,-254347040.8,-629477788.3,-1059987669.7,-1222254154.5,-1008035400.1,1010058867.2,776787560.5,1292401986.6,188744787.9,-1152893401.5,-1726924256.5,-984822729.1,-618208441.5,-387529570.3,-263223058.2,-25390846.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,"Net official flows from UN agencies, FAO (current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287928.78985405003,0.0,0.0,0.0,0.0,297091.394662857,456273.317337036,0.0,848659.992218018,0.0
296,Present value of external debt (% of GNI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.059294853298998,0.0
297,"PPG, IDA (DOD, current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065196000.0,1170138000.0,1608727000.0,1928853000.0,2323664000.0,2808602000.0,3332968000.0,3655841000.0,3972025000.0,4505397000.0,5142002000.0,5908688256.6,6992144618.3,7807784154.5,8533133939.1,9681355452.9,10402579265.6,11698029182.0,12185908716.0,12568023648.0,13621962774.6,14203381000.0,15339123000.0,15978150000.0,17666075000.0,17499054000.0,17615773000.0,17911693000.0,18561718000.0,18929685000.0,18888421000.0,19457962000.0,21010862000.0,22598691000.0,23716798000.1,22728227000.0,24433023000.0,25318674000.0,25365082000.0,26049870000.0,25888349000.0,26604766000.0,26383891000.0,26405903000.0,25343487000.0,24120935000.0,23519621000.0,24379153000.0,23069523000.0,22017976000.0,22157227000.0,21159628000.0,0.0
298,Short-term debt (% of total reserves),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.659049340294523,25.52531790497309,25.592251897629005,23.199789994652715,18.79852600798166,22.911915912540625,13.382498550289473,7.098911652573871,7.8281737951490555,5.907537382124931,10.583033850097504,19.694560693013244,29.08429359998118,40.629366170892446,43.01808672826807,45.90701282739168,47.1941945098128,49.28012363816345,69.21523108477923,93.19800066339432,151.55798296930536,92.83103501812815,66.46548086175245,24.709316139865738,17.604610019344317,22.082135039041788,27.023590568017802,17.77676132571581,14.12556411718854,10.92339306982777,8.431756273105709,5.590118204589633,5.715852573798176,6.099066206395816,5.214571443353433,6.396525293401176,14.095495417715012,13.049840166187575,17.023122917888617,16.370144459390662,18.785931939534052,26.12711397163413,31.07226070322384,31.099765546476167,26.32400286480384,23.084750583820686,23.205474595890717,23.656163436070198,26.035185409875595,23.039152381649945,17.541223777303802,17.953327722614976,0.0
299,"External debt stocks, long-term (DOD, current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8142121119.4,9010742281.7,9679268976.8,10513120720.3,11651438629.8,12575090794.8,13615327138.4,14830697348.6,15869249175.3,17492384895.1,18438398267.7,19259340033.5,21021414223.2,22675064957.4,24685418438.3,29913786295.9,35426751690.1,43638332928.6,50252080923.5,64637800566.1,72156192610.5,74183986392.8,76714966181.5,82803139952.3,89600797344.0,86344462374.7,85878867453.6,88342208510.6,93706497935.0,94885176896.5,96781987974.9,95902046811.4,100722537163.6,111545423184.6,115722622000.4,111405902598.6,133403766763.4,166888120407.0,182241195718.7,203472565532.0,227852907387.3,250239597806.8,293112786006.4,328412503286.0,366169347893.8,391749967267.5,366221107921.7,408198426967.3,411573495724.2,448589821543.8,455789825629.9,475076360146.0,0.0
300,"Net ODA provided, total (constant 2020 US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,"Net ODA provided, to the least developed countries (current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59999.9986588955,9999.99977648258,0.0,0.0,29999.999329447703,9999.99977648258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.00149011599,0.0
303,"Net bilateral aid flows from DAC donors, New Zealand (current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449999.988079071,219999.998807907,200000.00298023198,730000.019073486,370000.00476837205,509999.99046325695,670000.016689301,360000.01430511504,330000.013113022,270000.010728836,140000.000596046,9999.99977648258,19999.9995529652,9999.99977648258,100000.00149011599,140000.000596046,140000.000596046,140000.000596046,200000.00298023198,79999.9982118607,59999.9986588955,159999.99642372102,469999.998807907,579999.983310699,569999.992847443,769999.980926514,529999.971389771,790000.021457672,959999.978542328,1039999.96185303,689999.997615814,1019999.98092651,959999.978542328,1700000.04768372,939999.997615814,1259999.9904632599,1679999.94754791,1909999.9666214,360000.01430511504,879999.995231628,379999.99523162795,490000.009536743,209999.993443489,670000.016689301,879999.995231628,209999.993443489,180000.00715255702,140000.000596046,129999.995231628,939999.997615814,0.0
304,Strength of legal rights index (0=weak to 12=strong),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,8.0,9.0,9.0,0.0,0.0,0.0
305,"Cost to import, documentary compliance (US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.7125,144.7125,134.83,134.83,100.0,100.0,0.0,0.0,0.0
306,Firms experiencing losses due to theft and vandalism (% of firms),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
